,utc,scan,lst,source,velocity,right_ascension,declination,azimuth,elevation,ca,ie,x_focus,y_focus,z_focus,foct,scan_type,observ_mode,observ_geometry,stroke_mode,switch_mode,offsets,reference,no_of_subscans,mm_pwv,ambient_temperature,pressure,humidity,dew_point,wind_direction,wind_speed,frontend_backend,mol_line,command,observer_id,operator_id,scan_duration,comment,line
47,2016-12-02 20:37:33,92600,20:54:57,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,85.5,34.1,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.29,2.5,555.1,18.2,-17.3,257.0,4.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:47.000000000,-,CO_JO201
48,2016-12-02 20:46:21,92601,21:03:47,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,84.4,36.1,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.31,3.0,555.2,16.6,-18.0,257.0,4.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:12.000000000,-,CO_JO201
49,2016-12-02 20:47:34,92602,21:05:00,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,84.4,36.4,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.27,3.0,555.2,16.0,-18.2,264.0,6.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:42.000000000,-,CO_JO201
50,2016-12-02 20:56:28,92603,21:13:56,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,83.4,38.4,0.8,-0.5,0.27,-0.1,0.11,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.17,2.5,555.1,16.7,-18.2,251.0,8.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),load(),CCI,EGO,0 days 00:00:02.000000000,-,CO_JO201
51,2016-12-02 20:57:35,92604,21:15:03,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,83.1,38.6,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.24,2.2,555.1,16.9,-18.4,237.0,11.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:13.000000000,-,CO_JO201
52,2016-12-02 20:58:49,92605,21:16:17,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,83.0,38.9,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.28,1.8,555.2,17.3,-18.4,245.0,6.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:40.000000000,-,CO_JO201
53,2016-12-02 21:07:30,92606,21:25:00,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,81.9,40.9,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.3,2.1,555.2,16.8,-18.4,282.0,4.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:14.000000000,-,CO_JO201
54,2016-12-02 21:08:45,92607,21:26:15,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,81.8,41.2,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.26,2.0,555.1,16.8,-18.5,283.0,5.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:39.000000000,-,CO_JO201
55,2016-12-02 21:17:25,92608,21:34:56,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,80.6,43.2,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.21,2.6,555.2,16.3,-18.4,262.0,6.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:11.000000000,-,CO_JO201
56,2016-12-02 21:18:37,92609,21:36:08,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,80.5,43.5,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.3,2.7,555.2,15.9,-18.5,250.0,9.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:42.000000000,-,CO_JO201
57,2016-12-02 21:27:20,92610,21:44:53,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,79.3,45.4,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.35,1.8,555.2,18.5,-17.7,249.0,7.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:11.000000000,-,CO_JO201
58,2016-12-02 21:28:32,92611,21:46:05,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,79.1,45.7,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.33,1.6,555.2,19.0,-17.6,209.0,3.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:49.000000000,-,CO_JO201
59,2016-12-02 21:37:22,92612,21:54:56,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,77.8,47.7,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.36,1.8,555.3,18.1,-17.9,262.0,4.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:08.000000000,-,CO_JO201
60,2016-12-02 21:38:31,92613,21:56:05,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,77.7,48.0,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.38,2.1,555.2,18.4,-17.5,247.0,9.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:42.000000000,-,CO_JO201
61,2016-12-02 21:47:22,92614,22:04:58,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-12.4,68.7,0.8,-0.5,0.27,-0.1,0.11,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.46,1.8,555.3,17.9,-18.1,255.0,7.2,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),JPE-FAR-DKH,---,0 days 00:00:21.000000000,-,CO(2-1)
62,2016-12-02 21:48:11,92615,22:05:48,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-13.6,68.6,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,1.42,2.0,555.3,19.1,-17.2,283.0,9.1,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:16.000000000,-,CO(2-1)
63,2016-12-02 21:49:29,92616,22:07:05,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-13.7,68.6,0.8,-0.5,0.27,-0.1,0.11,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,1.47,2.1,555.3,18.6,-17.4,252.0,5.8,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",JPE-FAR-DKH,---,0 days 00:04:01.000000000,-,CO(2-1)
64,2016-12-02 21:53:52,92617,22:11:29,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,-16.5,68.3,4.5,-2.5,0.27,-0.1,0.11,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.46,2.1,555.3,19.0,-17.1,263.0,6.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),load(),JPE-FAR-DKH,---,0 days 00:00:02.000000000,-,CO_JO201
65,2016-12-02 21:54:39,92618,22:12:16,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,75.0,51.6,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.44,1.9,555.3,18.8,-17.4,274.0,5.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:26.000000000,-,CO_JO201
66,2016-12-02 21:56:06,92619,22:13:43,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,74.8,51.9,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.47,1.9,555.2,19.5,-17.1,281.0,6.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:51.000000000,-,CO_JO201
67,2016-12-02 22:04:58,92620,22:22:37,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,73.1,53.9,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.55,2.0,555.2,20.6,-16.4,250.0,9.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:14.000000000,-,CO_JO201
68,2016-12-02 22:06:13,92621,22:23:52,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,72.9,54.2,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.66,2.2,555.2,20.9,-16.0,247.0,8.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:39.000000000,-,CO_JO201
69,2016-12-02 22:14:53,92622,22:32:33,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,71.2,56.0,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.6,1.3,555.3,21.8,-16.3,263.0,5.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:12.000000000,-,CO_JO201
70,2016-12-02 22:16:06,92623,22:33:47,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,71.0,56.3,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.49,1.3,555.3,22.3,-16.1,281.0,5.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:50.000000000,-,CO_JO201
71,2016-12-02 22:24:57,92624,22:42:39,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,68.9,58.2,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.54,1.2,555.3,22.6,-16.0,249.0,8.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:16.000000000,-,CO_JO201
72,2016-12-02 22:26:14,92625,22:43:56,JO201_C,0.0,00:41:32.8000,-09:15:20.2000,68.7,58.5,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.52,1.1,555.3,22.8,-16.0,278.0,5.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:53.000000000,-,CO_JO201
73,2016-12-02 22:35:39,92626,22:53:23,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,66.5,60.5,4.5,-2.5,0.27,-0.1,0.11,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.48,0.7,555.4,22.8,-16.4,274.0,4.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),load(),JPE-FAR-DKH,---,0 days 00:00:03.000000000,-,CO_JO201
74,2016-12-02 22:36:41,92627,22:54:25,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,66.1,60.7,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.49,0.6,555.4,22.7,-16.4,254.0,6.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:13.000000000,-,CO_JO201
75,2016-12-02 22:37:55,92628,22:55:39,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,65.8,61.0,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.55,0.8,555.4,22.8,-16.2,256.0,4.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:44.000000000,-,CO_JO201
76,2016-12-02 22:46:40,92629,23:04:26,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,63.2,62.8,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.59,0.9,555.4,23.1,-16.0,257.0,3.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:15.000000000,-,CO_JO201
77,2016-12-02 22:47:56,92630,23:05:42,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,62.9,63.1,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.68,0.9,555.4,24.7,-15.3,249.0,8.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:47.000000000,-,CO_JO201
78,2016-12-02 22:56:44,92631,23:14:31,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,60.0,64.9,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.57,0.4,555.4,25.5,-15.3,250.0,7.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:16.000000000,-,CO_JO201
79,2016-12-02 22:58:01,92632,23:15:48,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,59.6,65.1,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.59,0.5,555.4,26.0,-15.0,250.0,7.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:41.000000000,-,CO_JO201
80,2016-12-02 23:06:43,92633,23:24:32,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,56.3,66.8,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.61,-0.3,555.4,30.6,-13.9,239.0,10.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:12.000000000,-,CO_JO201
81,2016-12-02 23:07:56,92634,23:25:45,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,55.9,67.1,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.62,-0.2,555.4,30.4,-13.9,237.0,10.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:54.000000000,-,CO_JO201
82,2016-12-02 23:16:50,92635,23:34:41,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,52.0,68.7,4.5,-2.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.63,-0.8,555.4,32.6,-13.6,232.0,8.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:12.000000000,-,CO_JO201
83,2016-12-02 23:18:04,92636,23:35:55,JO201_E,0.0,00:41:33.0000,-09:16:03.6000,51.5,69.0,4.5,-2.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.58,-1.0,555.5,34.0,-13.3,240.0,11.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-FAR-DKH,---,0 days 00:08:51.000000000,-,CO_JO201
84,2016-12-02 23:26:56,92637,23:44:48,Mars,-8.5991236388,21:21:08.8866,-16:56:17.8730,-86.3,55.9,4.5,-2.5,0.27,-0.1,0.11,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,1.54,-1.2,555.4,34.8,-13.2,239.0,8.1,HET230-PBE_A (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",JPE-FAR-DKH,---,0 days 00:01:33.000000000,-,CO_JO201
85,2016-12-02 23:28:38,92638,23:46:31,Mars,-8.599170778480001,21:21:09.0954,-16:56:16.8127,-86.4,55.6,1.7,-4.9,0.27,-0.1,0.11,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.59,-1.4,555.4,36.5,-12.8,242.0,7.7,HET230-PBE_A (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",JPE-FAR-DKH,---,0 days 00:02:36.000000000,-,CO_JO201
86,2016-12-02 23:31:22,92639,23:49:16,Mars,-8.59924623715,21:21:09.4297,-16:56:15.1146,-86.8,54.9,1.7,-4.9,0.27,-0.1,0.281,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.51,-1.7,555.4,38.3,-12.6,237.0,9.3,HET230-PBE_A (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),load(),JPE-FAR-DKH,---,0 days 00:00:04.000000000,-,CO_JO201
87,2016-12-02 23:31:38,92640,23:49:32,Mars,-8.59925363474,21:21:09.4625,-16:56:14.9480,-86.8,54.9,1.7,-4.9,0.27,-0.1,0.281,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.48,-1.7,555.4,38.4,-12.6,233.0,7.9,HET230-PBE_A (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",JPE-FAR-DKH,---,0 days 00:02:34.000000000,-,CO_JO201
88,2016-12-02 23:34:26,92641,23:52:20,Mars,-8.59933068376,21:21:09.8040,-16:56:13.2132,-87.1,54.2,1.7,-4.9,0.33399999999999996,-0.1,0.281,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,1.52,-1.8,555.4,39.2,-12.4,235.0,7.4,HET230-PBE_A (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",JPE-FAR-DKH,---,0 days 00:02:33.000000000,-,CO_JO201
89,2016-12-03 21:17:16,92881,21:38:44,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-44.4,40.1,5.3,1.0,0.12,-0.09,0.07,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,10,1.3,3.3,555.3,18.9,-16.3,281.0,7.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"focus(amplitude=1.0,time=6,points=5,axis='Z',mode='sym')",JPE-FAR-DKH,---,0 days 00:00:00.000000000,[Scan canceled by user.],CO_JO201
90,2016-12-03 21:17:33,92882,21:39:01,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,5.7,69.0,5.3,1.0,0.12,-0.09,0.07,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.3,3.5,555.3,18.7,-16.3,247.0,8.0,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),JPE-FAR-DKH,---,0 days 00:00:08.000000000,-,CO(2-1)
91,2016-12-03 21:18:26,92883,21:39:54,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,5.2,69.1,5.3,1.0,0.12,-0.09,0.07,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[120.0"",0.0""]REL",3,1.34,3.1,555.2,19.2,-16.3,264.0,6.7,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-FAR-DKH,---,0 days 00:01:13.000000000,-,CO(2-1)
92,2016-12-03 21:19:40,92884,21:41:08,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,4.3,69.1,5.3,1.0,0.12,-0.09,0.07,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,1.39,3.8,555.3,19.0,-15.9,254.0,9.6,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",JPE-FAR-DKH,---,0 days 00:03:56.000000000,-,CO(2-1)
93,2016-12-03 21:24:00,92885,21:45:28,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,1.2,69.1,3.7,0.5,0.12,-0.09,0.07,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,10,1.3,3.1,555.3,21.0,-15.3,251.0,10.4,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6,points=5,axis='Z',mode='sym')",JPE-FAR-DKH,---,0 days 00:02:40.000000000,-,CO(2-1)
